Date,Close,Open,High,Low,Response
1981-12-31,2.595677137374878,2.595677137374878,2.6018719896003666,2.5894821282143887,sell
1982-01-04,2.5832862854003906,2.589481292561686,2.595676299722982,2.5832862854003906,sell
1982-01-05,2.5832862854003906,2.589481292561686,2.595676299722982,2.5832862854003906,sell
1982-01-06,2.4965574741363525,2.5213371908019515,2.5708966241331495,2.465582906771835,sell
1982-01-07,2.4531919956207275,2.4346071376299734,2.4531919956207275,2.4098275885337928,buy
1982-01-08,2.5399229526519775,2.5027532076080794,2.5523129722899554,2.4531939137312557,sell
1982-01-11,2.2735393047332764,2.4036330204446945,2.527531573119964,2.2735393047332764,sell
1982-01-12,2.2239797115325928,2.2549544235857777,2.279733973519465,2.2239797115325928,sell
1982-01-13,2.1186671257019043,2.1620315565621895,2.2053958304874937,2.1186671257019043,buy
1982-01-14,2.131057024002075,2.1434470427936345,2.155836904650187,2.131057024002075,buy
1982-01-15,2.193004846572876,2.1682249862704417,2.193004846572876,2.1434452829028854,sell
1982-01-18,2.1496410369873047,2.1620310508320193,2.1744209077417893,2.143446186999892,buy
1982-01-19,2.155836820602417,2.155836820602417,2.168226681975937,2.137251950074637,buy
1982-01-20,2.2115895748138428,2.186810026295827,2.2239795844751877,2.1496403111815754,buy
1982-01-21,2.279733419418335,2.261148879186314,2.2859282661623417,2.2301740177268314,buy
1982-01-22,2.341684103012085,2.3169042334048457,2.341684103012085,2.292124363797606,buy
1982-01-25,2.3912441730499268,2.3912441730499268,2.40363403353959,2.3788543125602635,buy
1982-01-26,2.4098289012908936,2.4098289012908936,2.4284134555358152,2.391244033176011,sell
1982-01-27,2.4098289012908936,2.4098289012908936,2.4098289012908936,2.4036338929409395,buy
1982-01-28,2.4160244464874268,2.409829436760926,2.4160244464874268,2.403634427034425,buy
1982-01-29,2.434607982635498,2.434607982635498,2.4531928470767004,2.4098284249388104,buy
1982-02-01,2.4531919956207275,2.4531919956207275,2.477971858586698,2.428412132654757,buy
1982-02-02,2.4903626441955566,2.4655827719499968,2.4903626441955566,2.440802899704437,sell
1982-02-03,2.465583324432373,2.533727635273641,2.6266516669780997,2.440803446634194,sell
1982-02-04,2.446998357772827,2.465583226146866,2.5027526490249787,2.428413489398788,buy
1982-02-05,2.477972984313965,2.4655829687348274,2.490362842958136,2.4346082436569163,sell
1982-02-08,2.4098289012908936,2.446998323650698,2.4779732084654893,2.4098289012908936,sell
1982-02-09,2.3602688312530518,2.378853695635297,2.4036334101883243,2.3478788170415887,sell
1982-02-10,2.279733419418335,2.3107081239429554,2.3416829854024384,2.279733419418335,sell
1982-02-11,2.2735393047332764,2.2673446125018977,2.2797343108345016,2.254954757234371,sell
1982-02-12,2.242565631866455,2.2611504992841214,2.273540044714292,2.242565631866455,buy
1982-02-16,2.2921242713928223,2.2611498672035526,2.2921242713928223,2.2301749922094913,buy
1982-02-17,2.304514169692993,2.316904182692891,2.32309918919284,2.304514169692993,buy
1982-02-18,2.341684103012085,2.32309924004039,2.3478786388428183,2.29831937043315,sell
1982-02-19,2.335488796234131,2.335488796234131,2.3416838020735313,2.32929379039473,sell
1982-02-22,2.279733419418335,2.3169031276218246,2.3540725219555902,2.279733419418335,sell
1982-02-23,2.2709758281707764,2.277232036333593,2.2897442941739024,2.2647197784932835,buy
1982-02-24,2.2772321701049805,2.2834883786353055,2.2960003202399557,2.2709759615746554,buy
1982-02-25,2.2897441387176514,2.2960000294850924,2.3022562372231605,2.283488089464897,sell
1982-02-26,2.2897441387176514,2.2897441387176514,2.2897441387176514,2.2897441387176514,sell
1982-03-01,2.2897441387176514,2.2897441387176514,2.2897441387176514,2.2897441387176514,sell
1982-03-02,2.2897441387176514,2.2960000294850924,2.3022562372231605,2.2897441387176514,buy
1982-03-03,2.3085134029388428,2.3085134029388428,2.327281876744702,2.2897452461037635,sell
1982-03-04,2.3085134029388428,2.3085134029388428,2.3147696137025924,2.302257350660483,sell
1982-03-05,2.3022563457489014,2.308512395296559,2.314768603329537,2.3022563457489014,sell
1982-03-08,2.2146687507629395,2.264717737008514,2.3147665647689073,2.2146687507629395,sell
1982-03-09,2.1395976543426514,2.133341444851595,2.1833904868386163,2.07703603488816,buy
1982-03-10,2.1521100997924805,2.1521100997924805,2.164622521692791,2.139598153348354,sell
1982-03-11,2.0582690238952637,2.1145741481287073,2.1646232178852998,2.0582690238952637,sell
1982-03-12,1.9894508123397827,1.9957065472676598,2.026987440702367,1.964426129289093,sell
1982-03-15,1.9894508123397827,1.989450812339783,1.9957065472676598,1.9769383915717478,sell
1982-03-16,1.9894508123397827,1.989450812339783,1.9957065472676598,1.9831946019557654,buy
1982-03-17,2.008219003677368,2.001962793182316,2.008219003677368,1.9894508476483608,buy
1982-03-18,2.077035427093506,2.058267279568458,2.077035427093506,2.0332426074124608,buy
1982-03-19,2.1208300590515137,2.1145738469802,2.1208300590515137,2.1020615813229946,buy
1982-03-22,2.1833908557891846,2.170878434692716,2.1833908557891846,2.1521099615333976,buy
1982-03-23,2.2522075176239014,2.2146708999973717,2.2522075176239014,2.177133965400172,buy
1982-03-24,2.264721155166626,2.258464943200798,2.264721155166626,2.25220873123497,buy
1982-03-25,2.3022563457489014,2.296000137715923,2.327280860910173,2.2647197314923146,buy
1982-03-26,2.314769983291626,2.308513771528975,2.3272822483315134,2.2897456116972665,buy
1982-03-29,2.327281951904297,2.3210258994238977,2.327281951904297,2.314769688458104,buy
1982-03-30,2.352306365966797,2.346050314207971,2.352306365966797,2.3335378937195674,sell
1982-03-31,2.327281951904297,2.346050584801679,2.364819059213666,2.327281951904297,sell
1982-04-01,2.3085134029388428,2.3147696137025924,2.327281876744702,2.302257350660483,buy
1982-04-02,2.377330780029297,2.358562624369601,2.402355463031698,2.3085132583647985,sell
1982-04-05,2.2584640979766846,2.3085129825455475,2.364818552194951,2.2522078883522263,buy
1982-04-06,2.2772321701049805,2.2709759615746554,2.2772321701049805,2.2584637029993386,buy
1982-04-07,2.2834885120391846,2.2897445624496617,2.3022566632706156,2.277232303143365,sell
1982-04-08,2.2834885120391846,2.2834885120391846,2.2897445624496617,2.277232303143365,buy
